order_id,transaction_date,transaction_time,day_of_week,month,order_type,payment_method,item_id,item_name,category,subcategory,quantity,unit_price,food_cost_per_unit,line_revenue,line_food_cost,line_contribution_margin
ORD05021,2024-01-01,13:29:33,Monday,1,Delivery,UPI,ITM051,Paneer Burger,Main Course,Fast Food,1,200,55,200,55,145
ORD05022,2024-01-01,14:57:12,Monday,1,Delivery,UPI,ITM067,Set Dosa,Main Course,South Indian,1,170,38,170,38,132
ORD05023,2024-01-01,18:38:29,Monday,1,Dine-In,UPI,ITM096,Masala Chai,Hot Beverages,Indian,2,60,15,120,30,90
ORD05023,2024-01-01,18:38:29,Monday,1,Dine-In,UPI,ITM072,Singapore Noodles,Main Course,Asian,1,250,72,250,72,178
ORD05023,2024-01-01,18:38:29,Monday,1,Dine-In,UPI,ITM069,Sambar Vada,Starter,South Indian,1,150,32,150,32,118
ORD05023,2024-01-01,18:38:29,Monday,1,Dine-In,UPI,ITM093,Brownie with Ice Cream,Desserts,Western,3,180,60,540,180,360
ORD05024,2024-01-01,13:03:22,Monday,1,Dine-In,UPI,ITM073,Chilli Potato,Starter,Asian,1,210,60,210,60,150
ORD05024,2024-01-01,13:03:22,Monday,1,Dine-In,UPI,ITM051,Paneer Burger,Main Course,Fast Food,3,200,55,600,165,435
ORD05024,2024-01-01,13:03:22,Monday,1,Dine-In,UPI,ITM063,Kadhi Pakora,Main Course,North Indian,3,220,50,660,150,510
ORD05025,2024-01-01,11:08:13,Monday,1,Dine-In,Card,ITM083,Badam Milk,Cold Beverages,Indian,1,150,40,150,40,110
ORD05025,2024-01-01,11:08:13,Monday,1,Dine-In,Card,ITM092,Rasgulla,Desserts,Indian,1,110,30,110,30,80
ORD05025,2024-01-01,11:08:13,Monday,1,Dine-In,Card,ITM064,Jeera Rice,Main Course,North Indian,1,200,50,200,50,150
ORD05026,2024-01-01,19:58:45,Monday,1,Dine-In,UPI,ITM057,Mexican Veg Rice,Main Course,Mexican,2,250,70,500,140,360
ORD05026,2024-01-01,19:58:45,Monday,1,Dine-In,UPI,ITM098,Cappuccino,Hot Beverages,Western,1,140,45,140,45,95
ORD05027,2024-01-02,21:10:47,Tuesday,1,Dine-In,UPI,ITM048,Spaghetti Aglio Olio,Main Course,Italian,2,310,85,620,170,450
ORD05027,2024-01-02,21:10:47,Tuesday,1,Dine-In,UPI,ITM067,Set Dosa,Main Course,South Indian,2,170,38,340,76,264
ORD05027,2024-01-02,21:10:47,Tuesday,1,Dine-In,UPI,ITM076,Iced Tea,Cold Beverages,Western,3,120,35,360,105,255
ORD05028,2024-01-02,17:50:28,Tuesday,1,Delivery,Card,ITM061,Shahi Paneer,Main Course,North Indian,2,340,95,680,190,490
ORD05028,2024-01-02,17:50:28,Tuesday,1,Delivery,Card,ITM076,Iced Tea,Cold Beverages,Western,1,120,35,120,35,85
ORD05028,2024-01-02,17:50:28,Tuesday,1,Delivery,Card,ITM089,Masala Papad,Sides,Indian,1,60,10,60,10,50
ORD05028,2024-01-02,17:50:28,Tuesday,1,Delivery,Card,ITM074,Crispy Corn,Starter,Asian,1,220,62,220,62,158
ORD05029,2024-01-02,13:38:59,Tuesday,1,Takeaway,Cash,ITM065,Butter Naan,Sides,North Indian,3,60,14,180,42,138
ORD05029,2024-01-02,13:38:59,Tuesday,1,Takeaway,Cash,ITM088,Garlic Breadsticks,Starter,Italian,1,170,50,170,50,120
ORD05029,2024-01-02,13:38:59,Tuesday,1,Takeaway,Cash,ITM062,Rajma Masala,Main Course,North Indian,2,230,55,460,110,350
ORD05030,2024-01-02,14:11:32,Tuesday,1,Dine-In,Wallet,ITM084,Nimbu Pani,Cold Beverages,Indian,3,100,22,300,66,234
ORD05030,2024-01-02,14:11:32,Tuesday,1,Dine-In,Wallet,ITM053,Loaded Cheese Fries,Sides,Fast Food,1,160,45,160,45,115
ORD05031,2024-01-02,20:42:11,Tuesday,1,Dine-In,UPI,ITM084,Nimbu Pani,Cold Beverages,Indian,1,100,22,100,22,78
ORD05031,2024-01-02,20:42:11,Tuesday,1,Dine-In,UPI,ITM083,Badam Milk,Cold Beverages,Indian,1,150,40,150,40,110
ORD05031,2024-01-02,20:42:11,Tuesday,1,Dine-In,UPI,ITM060,Stuffed Tacos,Main Course,Mexican,1,240,70,240,70,170
ORD05032,2024-01-02,20:02:07,Tuesday,1,Dine-In,Card,ITM054,Potato Wedges,Sides,Fast Food,2,140,38,280,76,204
ORD05032,2024-01-02,20:02:07,Tuesday,1,Dine-In,Card,ITM070,Onion Uttapam,Main Course,South Indian,2,190,42,380,84,296
ORD05033,2024-01-02,17:01:10,Tuesday,1,Dine-In,UPI,ITM089,Masala Papad,Sides,Indian,1,60,10,60,10,50
ORD05033,2024-01-02,17:01:10,Tuesday,1,Dine-In,UPI,ITM065,Butter Naan,Sides,North Indian,1,60,14,60,14,46
ORD05033,2024-01-02,17:01:10,Tuesday,1,Dine-In,UPI,ITM083,Badam Milk,Cold Beverages,Indian,1,150,40,150,40,110
ORD05033,2024-01-02,17:01:10,Tuesday,1,Dine-In,UPI,ITM067,Set Dosa,Main Course,South Indian,1,170,38,170,38,132
ORD05033,2024-01-02,17:01:10,Tuesday,1,Dine-In,UPI,ITM088,Garlic Breadsticks,Starter,Italian,2,170,50,340,100,240
ORD05034,2024-01-02,19:30:43,Tuesday,1,Delivery,Card,ITM076,Iced Tea,Cold Beverages,Western,1,120,35,120,35,85
ORD05034,2024-01-02,19:30:43,Tuesday,1,Delivery,Card,ITM080,Mint Cooler,Cold Beverages,Western,2,140,40,280,80,200
ORD05034,2024-01-02,19:30:43,Tuesday,1,Delivery,Card,ITM099,Latte,Hot Beverages,Western,1,150,50,150,50,100
ORD05035,2024-01-02,09:52:26,Tuesday,1,Dine-In,Cash,ITM075,Veg Momos,Starter,Asian,3,200,55,600,165,435
ORD05035,2024-01-02,09:52:26,Tuesday,1,Dine-In,Cash,ITM077,Cold Coffee,Cold Beverages,Western,1,160,50,160,50,110
ORD05035,2024-01-02,09:52:26,Tuesday,1,Dine-In,Cash,ITM047,Mushroom Alfredo Pizza,Main Course,Italian,1,390,120,390,120,270
ORD05036,2024-01-02,12:05:59,Tuesday,1,Delivery,UPI,ITM098,Cappuccino,Hot Beverages,Western,1,140,45,140,45,95
ORD05036,2024-01-02,12:05:59,Tuesday,1,Delivery,UPI,ITM070,Onion Uttapam,Main Course,South Indian,2,190,42,380,84,296
ORD05036,2024-01-02,12:05:59,Tuesday,1,Delivery,UPI,ITM075,Veg Momos,Starter,Asian,2,200,55,400,110,290
ORD05037,2024-01-02,14:27:40,Tuesday,1,Dine-In,Cash,ITM092,Rasgulla,Desserts,Indian,1,110,30,110,30,80
ORD05037,2024-01-02,14:27:40,Tuesday,1,Dine-In,Cash,ITM099,Latte,Hot Beverages,Western,1,150,50,150,50,100
ORD05037,2024-01-02,14:27:40,Tuesday,1,Dine-In,Cash,ITM061,Shahi Paneer,Main Course,North Indian,1,340,95,340,95,245
ORD05038,2024-01-02,13:05:09,Tuesday,1,Takeaway,Cash,ITM088,Garlic Breadsticks,Starter,Italian,1,170,50,170,50,120
ORD05038,2024-01-02,13:05:09,Tuesday,1,Takeaway,Cash,ITM087,Minestrone Soup,Starter,Italian,1,160,45,160,45,115
ORD05039,2024-01-02,19:19:39,Tuesday,1,Dine-In,UPI,ITM057,Mexican Veg Rice,Main Course,Mexican,1,250,70,250,70,180
ORD05039,2024-01-02,19:19:39,Tuesday,1,Dine-In,UPI,ITM054,Potato Wedges,Sides,Fast Food,3,140,38,420,114,306
ORD05039,2024-01-02,19:19:39,Tuesday,1,Dine-In,UPI,ITM051,Paneer Burger,Main Course,Fast Food,1,200,55,200,55,145
ORD05040,2024-01-02,20:00:24,Tuesday,1,Delivery,Cash,ITM053,Loaded Cheese Fries,Sides,Fast Food,2,160,45,320,90,230
ORD05040,2024-01-02,20:00:24,Tuesday,1,Delivery,Cash,ITM085,Aam Panna,Cold Beverages,Indian,1,130,35,130,35,95
ORD05041,2024-01-02,17:21:08,Tuesday,1,Dine-In,UPI,ITM066,Rava Dosa,Main Course,South Indian,1,190,42,190,42,148
ORD05041,2024-01-02,17:21:08,Tuesday,1,Dine-In,UPI,ITM081,Jaljeera,Cold Beverages,Indian,1,90,22,90,22,68
ORD05041,2024-01-02,17:21:08,Tuesday,1,Dine-In,UPI,ITM048,Spaghetti Aglio Olio,Main Course,Italian,1,310,85,310,85,225
ORD05041,2024-01-02,17:21:08,Tuesday,1,Dine-In,UPI,ITM052,Aloo Tikki Burger,Main Course,Fast Food,2,170,45,340,90,250
ORD05042,2024-01-02,12:33:25,Tuesday,1,Delivery,Cash,ITM052,Aloo Tikki Burger,Main Course,Fast Food,1,170,45,170,45,125
ORD05042,2024-01-02,12:33:25,Tuesday,1,Delivery,Cash,ITM057,Mexican Veg Rice,Main Course,Mexican,1,250,70,250,70,180
ORD05042,2024-01-02,12:33:25,Tuesday,1,Delivery,Cash,ITM071,Schezwan Noodles,Main Course,Asian,2,240,70,480,140,340
ORD05042,2024-01-02,12:33:25,Tuesday,1,Delivery,Cash,ITM076,Iced Tea,Cold Beverages,Western,2,120,35,240,70,170
ORD05043,2024-01-02,22:12:57,Tuesday,1,Dine-In,Cash,ITM072,Singapore Noodles,Main Course,Asian,3,250,72,750,216,534
ORD05043,2024-01-02,22:12:57,Tuesday,1,Dine-In,Cash,ITM052,Aloo Tikki Burger,Main Course,Fast Food,3,170,45,510,135,375
ORD05043,2024-01-02,22:12:57,Tuesday,1,Dine-In,Cash,ITM058,Cheese Quesadilla,Main Course,Mexican,2,260,75,520,150,370
ORD05044,2024-01-02,19:50:03,Tuesday,1,Delivery,UPI,ITM052,Aloo Tikki Burger,Main Course,Fast Food,3,170,45,510,135,375
ORD05044,2024-01-02,19:50:03,Tuesday,1,Delivery,UPI,ITM071,Schezwan Noodles,Main Course,Asian,1,240,70,240,70,170
ORD05045,2024-01-02,20:40:13,Tuesday,1,Delivery,UPI,ITM051,Paneer Burger,Main Course,Fast Food,3,200,55,600,165,435
ORD05045,2024-01-02,20:40:13,Tuesday,1,Delivery,UPI,ITM083,Badam Milk,Cold Beverages,Indian,1,150,40,150,40,110
ORD05046,2024-01-02,19:28:16,Tuesday,1,Takeaway,UPI,ITM056,Bean Burrito,Main Course,Mexican,2,270,80,540,160,380
ORD05046,2024-01-02,19:28:16,Tuesday,1,Takeaway,UPI,ITM060,Stuffed Tacos,Main Course,Mexican,1,240,70,240,70,170
ORD05046,2024-01-02,19:28:16,Tuesday,1,Takeaway,UPI,ITM068,Curd Rice,Main Course,South Indian,1,160,35,160,35,125
ORD05046,2024-01-02,19:28:16,Tuesday,1,Takeaway,UPI,ITM074,Crispy Corn,Starter,Asian,1,220,62,220,62,158
ORD05047,2024-01-02,21:34:25,Tuesday,1,Dine-In,UPI,ITM062,Rajma Masala,Main Course,North Indian,2,230,55,460,110,350
ORD05047,2024-01-02,21:34:25,Tuesday,1,Dine-In,UPI,ITM055,Falafel Wrap,Main Course,Fast Food,1,190,55,190,55,135
ORD05047,2024-01-02,21:34:25,Tuesday,1,Dine-In,UPI,ITM075,Veg Momos,Starter,Asian,2,200,55,400,110,290
ORD05047,2024-01-02,21:34:25,Tuesday,1,Dine-In,UPI,ITM051,Paneer Burger,Main Course,Fast Food,3,200,55,600,165,435
ORD05048,2024-01-02,21:52:48,Tuesday,1,Delivery,Card,ITM062,Rajma Masala,Main Course,North Indian,2,230,55,460,110,350
ORD05048,2024-01-02,21:52:48,Tuesday,1,Delivery,Card,ITM051,Paneer Burger,Main Course,Fast Food,1,200,55,200,55,145
ORD05048,2024-01-02,21:52:48,Tuesday,1,Delivery,Card,ITM065,Butter Naan,Sides,North Indian,3,60,14,180,42,138
ORD05048,2024-01-02,21:52:48,Tuesday,1,Delivery,Card,ITM052,Aloo Tikki Burger,Main Course,Fast Food,1,170,45,170,45,125
ORD05049,2024-01-02,22:08:22,Tuesday,1,Takeaway,Wallet,ITM081,Jaljeera,Cold Beverages,Indian,1,90,22,90,22,68
ORD05049,2024-01-02,22:08:22,Tuesday,1,Takeaway,Wallet,ITM094,Chocolate Lava Cake,Desserts,Western,2,200,70,400,140,260
ORD05049,2024-01-02,22:08:22,Tuesday,1,Takeaway,Wallet,ITM059,Mexican Nachos,Starter,Mexican,1,220,65,220,65,155
ORD05050,2024-01-02,10:44:30,Tuesday,1,Dine-In,UPI,ITM098,Cappuccino,Hot Beverages,Western,1,140,45,140,45,95
ORD05050,2024-01-02,10:44:30,Tuesday,1,Dine-In,UPI,ITM055,Falafel Wrap,Main Course,Fast Food,1,190,55,190,55,135
ORD05051,2024-01-02,19:59:03,Tuesday,1,Delivery,Cash,ITM091,Gulab Jamun,Desserts,Indian,1,120,35,120,35,85
ORD05051,2024-01-02,19:59:03,Tuesday,1,Delivery,Cash,ITM084,Nimbu Pani,Cold Beverages,Indian,3,100,22,300,66,234
ORD05051,2024-01-02,19:59:03,Tuesday,1,Delivery,Cash,ITM055,Falafel Wrap,Main Course,Fast Food,1,190,55,190,55,135
ORD05052,2024-01-02,20:08:47,Tuesday,1,Dine-In,UPI,ITM092,Rasgulla,Desserts,Indian,1,110,30,110,30,80
ORD05052,2024-01-02,20:08:47,Tuesday,1,Dine-In,UPI,ITM090,Boondi Raita,Sides,Indian,1,100,25,100,25,75
ORD05053,2024-01-02,19:55:45,Tuesday,1,Delivery,UPI,ITM066,Rava Dosa,Main Course,South Indian,1,190,42,190,42,148
ORD05053,2024-01-02,19:55:45,Tuesday,1,Delivery,UPI,ITM055,Falafel Wrap,Main Course,Fast Food,2,190,55,380,110,270
ORD05053,2024-01-02,19:55:45,Tuesday,1,Delivery,UPI,ITM069,Sambar Vada,Starter,South Indian,2,150,32,300,64,236
ORD05054,2024-01-02,14:38:49,Tuesday,1,Dine-In,Cash,ITM100,Hot Chocolate,Hot Beverages,Western,2,160,55,320,110,210
ORD05054,2024-01-02,14:38:49,Tuesday,1,Dine-In,Cash,ITM053,Loaded Cheese Fries,Sides,Fast Food,1,160,45,160,45,115
ORD05054,2024-01-02,14:38:49,Tuesday,1,Dine-In,Cash,ITM094,Chocolate Lava Cake,Desserts,Western,1,200,70,200,70,130
ORD05054,2024-01-02,14:38:49,Tuesday,1,Dine-In,Cash,ITM057,Mexican Veg Rice,Main Course,Mexican,1,250,70,250,70,180
ORD05055,2024-01-02,19:47:09,Tuesday,1,Takeaway,Wallet,ITM090,Boondi Raita,Sides,Indian,1,100,25,100,25,75
ORD05055,2024-01-02,19:47:09,Tuesday,1,Takeaway,Wallet,ITM056,Bean Burrito,Main Course,Mexican,1,270,80,270,80,190
ORD05055,2024-01-02,19:47:09,Tuesday,1,Takeaway,Wallet,ITM051,Paneer Burger,Main Course,Fast Food,1,200,55,200,55,145
ORD05056,2024-01-02,12:38:26,Tuesday,1,Delivery,UPI,ITM046,BBQ Veg Pizza,Main Course,Italian,2,350,100,700,200,500
ORD05056,2024-01-02,12:38:26,Tuesday,1,Delivery,UPI,ITM060,Stuffed Tacos,Main Course,Mexican,1,240,70,240,70,170
ORD05057,2024-01-02,13:07:06,Tuesday,1,Dine-In,Card,ITM069,Sambar Vada,Starter,South Indian,1,150,32,150,32,118
ORD05057,2024-01-02,13:07:06,Tuesday,1,Dine-In,Card,ITM047,Mushroom Alfredo Pizza,Main Course,Italian,1,390,120,390,120,270
ORD05058,2024-01-02,13:07:09,Tuesday,1,Dine-In,Wallet,ITM077,Cold Coffee,Cold Beverages,Western,1,160,50,160,50,110
ORD05059,2024-01-02,14:18:11,Tuesday,1,Delivery,UPI,ITM070,Onion Uttapam,Main Course,South Indian,2,190,42,380,84,296
ORD05059,2024-01-02,14:18:11,Tuesday,1,Delivery,UPI,ITM053,Loaded Cheese Fries,Sides,Fast Food,1,160,45,160,45,115
ORD05059,2024-01-02,14:18:11,Tuesday,1,Delivery,UPI,ITM057,Mexican Veg Rice,Main Course,Mexican,1,250,70,250,70,180
ORD05059,2024-01-02,14:18:11,Tuesday,1,Delivery,UPI,ITM069,Sambar Vada,Starter,South Indian,1,150,32,150,32,118
ORD05060,2024-01-02,20:11:26,Tuesday,1,Delivery,Cash,ITM079,Lemon Iced Tea,Cold Beverages,Western,1,130,35,130,35,95
ORD05060,2024-01-02,20:11:26,Tuesday,1,Delivery,Cash,ITM089,Masala Papad,Sides,Indian,1,60,10,60,10,50
ORD05061,2024-01-02,21:09:59,Tuesday,1,Dine-In,UPI,ITM062,Rajma Masala,Main Course,North Indian,2,230,55,460,110,350
ORD05061,2024-01-02,21:09:59,Tuesday,1,Dine-In,UPI,ITM076,Iced Tea,Cold Beverages,Western,1,120,35,120,35,85
ORD05061,2024-01-02,21:09:59,Tuesday,1,Dine-In,UPI,ITM064,Jeera Rice,Main Course,North Indian,1,200,50,200,50,150
ORD05061,2024-01-02,21:09:59,Tuesday,1,Dine-In,UPI,ITM063,Kadhi Pakora,Main Course,North Indian,2,220,50,440,100,340
ORD05062,2024-01-02,22:13:56,Tuesday,1,Dine-In,Cash,ITM054,Potato Wedges,Sides,Fast Food,2,140,38,280,76,204
ORD05062,2024-01-02,22:13:56,Tuesday,1,Dine-In,Cash,ITM077,Cold Coffee,Cold Beverages,Western,2,160,50,320,100,220
ORD05062,2024-01-02,22:13:56,Tuesday,1,Dine-In,Cash,ITM081,Jaljeera,Cold Beverages,Indian,2,90,22,180,44,136
ORD05063,2024-01-02,14:35:20,Tuesday,1,Takeaway,Cash,ITM051,Paneer Burger,Main Course,Fast Food,2,200,55,400,110,290
ORD05064,2024-01-02,14:49:31,Tuesday,1,Dine-In,Cash,ITM082,Rose Milk,Cold Beverages,Indian,1,120,30,120,30,90
ORD05064,2024-01-02,14:49:31,Tuesday,1,Dine-In,Cash,ITM075,Veg Momos,Starter,Asian,2,200,55,400,110,290
ORD05065,2024-01-03,22:51:14,Wednesday,1,Dine-In,UPI,ITM058,Cheese Quesadilla,Main Course,Mexican,1,260,75,260,75,185
ORD05065,2024-01-03,22:51:14,Wednesday,1,Dine-In,UPI,ITM099,Latte,Hot Beverages,Western,3,150,50,450,150,300
ORD05065,2024-01-03,22:51:14,Wednesday,1,Dine-In,UPI,ITM090,Boondi Raita,Sides,Indian,1,100,25,100,25,75
ORD05066,2024-01-03,14:54:16,Wednesday,1,Delivery,UPI,ITM079,Lemon Iced Tea,Cold Beverages,Western,1,130,35,130,35,95
