order_id,transaction_date,transaction_time,day_of_week,month,order_type,payment_method,item_id,item_name,category,subcategory,quantity,unit_price,food_cost_per_unit,line_revenue,line_food_cost,line_contribution_margin
ORD01033,2024-01-02,12:24:05,Tuesday,1,Dine-In,UPI,ITM030,Spring Rolls,Asian,Starter,2,200,55,400,110,290
ORD01033,2024-01-02,12:24:05,Tuesday,1,Dine-In,UPI,ITM012,Chipotle Veg Bowl,Mexican,Rice Bowl,1,280,85,280,85,195
ORD01034,2024-01-02,18:35:18,Tuesday,1,Dine-In,UPI,ITM033,Sprite,Beverages,Soft Drink,1,90,25,90,25,65
ORD01034,2024-01-02,18:35:18,Tuesday,1,Dine-In,UPI,ITM001,Margherita Pizza,Italian,Pizza,1,320,90,320,90,230
ORD01035,2024-01-02,10:53:40,Tuesday,1,Delivery,Card,ITM004,Alfredo Pasta,Italian,Pasta,1,340,95,340,95,245
ORD01035,2024-01-02,10:53:40,Tuesday,1,Delivery,Card,ITM021,Masala Dosa,South Indian,Dosa,1,200,45,200,45,155
ORD01035,2024-01-02,10:53:40,Tuesday,1,Delivery,Card,ITM008,French Fries,Fast Food,Sides,1,120,30,120,30,90
ORD01036,2024-01-02,19:39:56,Tuesday,1,Dine-In,UPI,ITM022,Plain Dosa,South Indian,Dosa,1,160,35,160,35,125
ORD01036,2024-01-02,19:39:56,Tuesday,1,Dine-In,UPI,ITM038,Mango Lassi,Beverages,Lassi,1,140,35,140,35,105
ORD01036,2024-01-02,19:39:56,Tuesday,1,Dine-In,UPI,ITM030,Spring Rolls,Asian,Starter,1,200,55,200,55,145
ORD01037,2024-01-02,09:55:23,Tuesday,1,Takeaway,Wallet,ITM017,Dal Tadka,North Indian,Dal,1,220,50,220,50,170
ORD01037,2024-01-02,09:55:23,Tuesday,1,Takeaway,Wallet,ITM029,Paneer Chilli Dry,Asian,Starter,3,260,80,780,240,540
ORD01037,2024-01-02,09:55:23,Tuesday,1,Takeaway,Wallet,ITM020,Garlic Naan,North Indian,Bread,1,70,15,70,15,55
ORD01038,2024-01-02,21:36:12,Tuesday,1,Delivery,UPI,ITM004,Alfredo Pasta,Italian,Pasta,1,340,95,340,95,245
ORD01039,2024-01-02,11:45:04,Tuesday,1,Takeaway,UPI,ITM038,Mango Lassi,Beverages,Lassi,2,140,35,280,70,210
ORD01039,2024-01-02,11:45:04,Tuesday,1,Takeaway,UPI,ITM001,Margherita Pizza,Italian,Pizza,1,320,90,320,90,230
ORD01040,2024-01-02,11:02:42,Tuesday,1,Takeaway,Cash,ITM032,Pepsi,Beverages,Soft Drink,2,90,25,180,50,130
ORD01040,2024-01-02,11:02:42,Tuesday,1,Takeaway,Cash,ITM036,Buttermilk,Beverages,Indian Drink,2,80,18,160,36,124
ORD01040,2024-01-02,11:02:42,Tuesday,1,Takeaway,Cash,ITM012,Chipotle Veg Bowl,Mexican,Rice Bowl,3,280,85,840,255,585
ORD01040,2024-01-02,11:02:42,Tuesday,1,Takeaway,Cash,ITM008,French Fries,Fast Food,Sides,1,120,30,120,30,90
ORD01041,2024-01-02,14:14:49,Tuesday,1,Delivery,UPI,ITM039,Fresh Lime Soda,Beverages,Cooler,1,100,20,100,20,80
ORD01041,2024-01-02,14:14:49,Tuesday,1,Delivery,UPI,ITM019,Veg Pulao,North Indian,Rice,2,210,55,420,110,310
ORD01041,2024-01-02,14:14:49,Tuesday,1,Delivery,UPI,ITM033,Sprite,Beverages,Soft Drink,1,90,25,90,25,65
ORD01041,2024-01-02,14:14:49,Tuesday,1,Delivery,UPI,ITM004,Alfredo Pasta,Italian,Pasta,2,340,95,680,190,490
ORD01041,2024-01-02,14:14:49,Tuesday,1,Delivery,UPI,ITM042,Onion Rings,Sides,Fried,1,150,45,150,45,105
ORD01042,2024-01-02,09:18:05,Tuesday,1,Delivery,UPI,ITM043,Cheese Garlic Bread,Sides,Bread,1,180,55,180,55,125
ORD01042,2024-01-02,09:18:05,Tuesday,1,Delivery,UPI,ITM025,Uttapam,South Indian,Dosa,1,180,40,180,40,140
ORD01043,2024-01-02,13:54:14,Tuesday,1,Dine-In,Cash,ITM035,Virgin Mojito,Beverages,Mocktail,1,150,40,150,40,110
ORD01043,2024-01-02,13:54:14,Tuesday,1,Dine-In,Cash,ITM004,Alfredo Pasta,Italian,Pasta,1,340,95,340,95,245
ORD01043,2024-01-02,13:54:14,Tuesday,1,Dine-In,Cash,ITM021,Masala Dosa,South Indian,Dosa,2,200,45,400,90,310
ORD01043,2024-01-02,13:54:14,Tuesday,1,Dine-In,Cash,ITM002,Farmhouse Pizza,Italian,Pizza,1,380,110,380,110,270
ORD01044,2024-01-02,11:55:06,Tuesday,1,Dine-In,Card,ITM004,Alfredo Pasta,Italian,Pasta,2,340,95,680,190,490
ORD01044,2024-01-02,11:55:06,Tuesday,1,Dine-In,Card,ITM031,Coca Cola,Beverages,Soft Drink,1,90,25,90,25,65
ORD01044,2024-01-02,11:55:06,Tuesday,1,Dine-In,Card,ITM003,Penne Arrabiata,Italian,Pasta,1,300,80,300,80,220
ORD01045,2024-01-02,11:24:17,Tuesday,1,Delivery,UPI,ITM036,Buttermilk,Beverages,Indian Drink,3,80,18,240,54,186
ORD01045,2024-01-02,11:24:17,Tuesday,1,Delivery,UPI,ITM043,Cheese Garlic Bread,Sides,Bread,2,180,55,360,110,250
ORD01046,2024-01-02,14:29:40,Tuesday,1,Dine-In,Card,ITM019,Veg Pulao,North Indian,Rice,1,210,55,210,55,155
ORD01046,2024-01-02,14:29:40,Tuesday,1,Dine-In,Card,ITM041,Green Salad,Sides,Salad,1,120,35,120,35,85
ORD01046,2024-01-02,14:29:40,Tuesday,1,Dine-In,Card,ITM005,Veg Lasagna,Italian,Baked Pasta,1,360,105,360,105,255
ORD01047,2024-01-02,10:53:23,Tuesday,1,Dine-In,UPI,ITM033,Sprite,Beverages,Soft Drink,1,90,25,90,25,65
ORD01047,2024-01-02,10:53:23,Tuesday,1,Dine-In,UPI,ITM026,Veg Hakka Noodles,Asian,Noodles,1,230,65,230,65,165
ORD01047,2024-01-02,10:53:23,Tuesday,1,Dine-In,UPI,ITM044,Papad,Sides,Accompaniment,2,40,6,80,12,68
ORD01048,2024-01-02,12:10:23,Tuesday,1,Delivery,UPI,ITM002,Farmhouse Pizza,Italian,Pizza,1,380,110,380,110,270
ORD01048,2024-01-02,12:10:23,Tuesday,1,Delivery,UPI,ITM040,Masala Lemonade,Beverages,Cooler,3,110,25,330,75,255
ORD01048,2024-01-02,12:10:23,Tuesday,1,Delivery,UPI,ITM023,Idli Sambar,South Indian,Idli,1,150,30,150,30,120
ORD01048,2024-01-02,12:10:23,Tuesday,1,Delivery,UPI,ITM045,Raita,Sides,Accompaniment,1,90,20,90,20,70
ORD01048,2024-01-02,12:10:23,Tuesday,1,Delivery,UPI,ITM003,Penne Arrabiata,Italian,Pasta,1,300,80,300,80,220
ORD01049,2024-01-02,15:22:13,Tuesday,1,Takeaway,Cash,ITM002,Farmhouse Pizza,Italian,Pizza,1,380,110,380,110,270
ORD01049,2024-01-02,15:22:13,Tuesday,1,Takeaway,Cash,ITM012,Chipotle Veg Bowl,Mexican,Rice Bowl,1,280,85,280,85,195
ORD01049,2024-01-02,15:22:13,Tuesday,1,Takeaway,Cash,ITM043,Cheese Garlic Bread,Sides,Bread,1,180,55,180,55,125
ORD01049,2024-01-02,15:22:13,Tuesday,1,Takeaway,Cash,ITM040,Masala Lemonade,Beverages,Cooler,1,110,25,110,25,85
ORD01050,2024-01-02,15:42:17,Tuesday,1,Dine-In,Cash,ITM044,Papad,Sides,Accompaniment,3,40,6,120,18,102
ORD01051,2024-01-02,19:44:59,Tuesday,1,Takeaway,UPI,ITM031,Coca Cola,Beverages,Soft Drink,3,90,25,270,75,195
ORD01051,2024-01-02,19:44:59,Tuesday,1,Takeaway,UPI,ITM007,Cheese Burger,Fast Food,Burger,2,210,60,420,120,300
ORD01051,2024-01-02,19:44:59,Tuesday,1,Takeaway,UPI,ITM042,Onion Rings,Sides,Fried,1,150,45,150,45,105
ORD01051,2024-01-02,19:44:59,Tuesday,1,Takeaway,UPI,ITM037,Sweet Lassi,Beverages,Lassi,1,120,30,120,30,90
ORD01052,2024-01-02,21:43:41,Tuesday,1,Delivery,UPI,ITM017,Dal Tadka,North Indian,Dal,2,220,50,440,100,340
ORD01053,2024-01-02,22:04:38,Tuesday,1,Dine-In,Cash,ITM044,Papad,Sides,Accompaniment,2,40,6,80,12,68
ORD01053,2024-01-02,22:04:38,Tuesday,1,Dine-In,Cash,ITM038,Mango Lassi,Beverages,Lassi,1,140,35,140,35,105
ORD01054,2024-01-02,14:40:10,Tuesday,1,Dine-In,UPI,ITM036,Buttermilk,Beverages,Indian Drink,3,80,18,240,54,186
ORD01054,2024-01-02,14:40:10,Tuesday,1,Dine-In,UPI,ITM045,Raita,Sides,Accompaniment,2,90,20,180,40,140
ORD01054,2024-01-02,14:40:10,Tuesday,1,Dine-In,UPI,ITM024,Medu Vada,South Indian,Vada,1,140,28,140,28,112
ORD01054,2024-01-02,14:40:10,Tuesday,1,Dine-In,UPI,ITM033,Sprite,Beverages,Soft Drink,1,90,25,90,25,65
ORD01055,2024-01-02,12:34:46,Tuesday,1,Delivery,Cash,ITM030,Spring Rolls,Asian,Starter,1,200,55,200,55,145
ORD01055,2024-01-02,12:34:46,Tuesday,1,Delivery,Cash,ITM027,Veg Fried Rice,Asian,Rice,1,220,60,220,60,160
ORD01056,2024-01-02,19:15:10,Tuesday,1,Takeaway,Card,ITM038,Mango Lassi,Beverages,Lassi,2,140,35,280,70,210
ORD01056,2024-01-02,19:15:10,Tuesday,1,Takeaway,Card,ITM024,Medu Vada,South Indian,Vada,1,140,28,140,28,112
ORD01056,2024-01-02,19:15:10,Tuesday,1,Takeaway,Card,ITM025,Uttapam,South Indian,Dosa,1,180,40,180,40,140
ORD01057,2024-01-03,12:29:24,Wednesday,1,Dine-In,UPI,ITM026,Veg Hakka Noodles,Asian,Noodles,1,230,65,230,65,165
ORD01057,2024-01-03,12:29:24,Wednesday,1,Dine-In,UPI,ITM017,Dal Tadka,North Indian,Dal,2,220,50,440,100,340
ORD01058,2024-01-03,13:17:59,Wednesday,1,Takeaway,Card,ITM028,Gobi Manchurian,Asian,Starter,3,240,70,720,210,510
ORD01058,2024-01-03,13:17:59,Wednesday,1,Takeaway,Card,ITM039,Fresh Lime Soda,Beverages,Cooler,1,100,20,100,20,80
ORD01059,2024-01-03,21:40:44,Wednesday,1,Dine-In,UPI,ITM045,Raita,Sides,Accompaniment,1,90,20,90,20,70
ORD01059,2024-01-03,21:40:44,Wednesday,1,Dine-In,UPI,ITM021,Masala Dosa,South Indian,Dosa,1,200,45,200,45,155
ORD01059,2024-01-03,21:40:44,Wednesday,1,Dine-In,UPI,ITM015,Veg Tacos,Mexican,Tacos,1,220,65,220,65,155
ORD01060,2024-01-03,12:35:14,Wednesday,1,Dine-In,UPI,ITM029,Paneer Chilli Dry,Asian,Starter,1,260,80,260,80,180
ORD01060,2024-01-03,12:35:14,Wednesday,1,Dine-In,UPI,ITM008,French Fries,Fast Food,Sides,2,120,30,240,60,180
ORD01061,2024-01-03,15:43:20,Wednesday,1,Takeaway,UPI,ITM002,Farmhouse Pizza,Italian,Pizza,1,380,110,380,110,270
ORD01061,2024-01-03,15:43:20,Wednesday,1,Takeaway,UPI,ITM007,Cheese Burger,Fast Food,Burger,1,210,60,210,60,150
ORD01062,2024-01-03,11:53:49,Wednesday,1,Dine-In,Cash,ITM016,Paneer Butter Masala,North Indian,Curry,1,320,85,320,85,235
ORD01062,2024-01-03,11:53:49,Wednesday,1,Dine-In,Cash,ITM022,Plain Dosa,South Indian,Dosa,1,160,35,160,35,125
ORD01063,2024-01-03,20:49:03,Wednesday,1,Takeaway,UPI,ITM042,Onion Rings,Sides,Fried,2,150,45,300,90,210
ORD01063,2024-01-03,20:49:03,Wednesday,1,Takeaway,UPI,ITM003,Penne Arrabiata,Italian,Pasta,1,300,80,300,80,220
ORD01063,2024-01-03,20:49:03,Wednesday,1,Takeaway,UPI,ITM012,Chipotle Veg Bowl,Mexican,Rice Bowl,1,280,85,280,85,195
ORD01063,2024-01-03,20:49:03,Wednesday,1,Takeaway,UPI,ITM036,Buttermilk,Beverages,Indian Drink,1,80,18,80,18,62
ORD01064,2024-01-03,15:14:52,Wednesday,1,Takeaway,UPI,ITM033,Sprite,Beverages,Soft Drink,1,90,25,90,25,65
ORD01064,2024-01-03,15:14:52,Wednesday,1,Takeaway,UPI,ITM002,Farmhouse Pizza,Italian,Pizza,2,380,110,760,220,540
ORD01064,2024-01-03,15:14:52,Wednesday,1,Takeaway,UPI,ITM010,Veg Wrap,Fast Food,Wrap,1,160,40,160,40,120
ORD01065,2024-01-03,17:02:51,Wednesday,1,Dine-In,UPI,ITM010,Veg Wrap,Fast Food,Wrap,1,160,40,160,40,120
ORD01065,2024-01-03,17:02:51,Wednesday,1,Dine-In,UPI,ITM011,Mexican Burrito,Mexican,Burrito,1,260,75,260,75,185
ORD01065,2024-01-03,17:02:51,Wednesday,1,Dine-In,UPI,ITM017,Dal Tadka,North Indian,Dal,1,220,50,220,50,170
ORD01066,2024-01-03,13:20:25,Wednesday,1,Dine-In,Card,ITM030,Spring Rolls,Asian,Starter,1,200,55,200,55,145
ORD01066,2024-01-03,13:20:25,Wednesday,1,Dine-In,Card,ITM035,Virgin Mojito,Beverages,Mocktail,1,150,40,150,40,110
ORD01066,2024-01-03,13:20:25,Wednesday,1,Dine-In,Card,ITM022,Plain Dosa,South Indian,Dosa,1,160,35,160,35,125
ORD01067,2024-01-03,19:17:04,Wednesday,1,Dine-In,UPI,ITM016,Paneer Butter Masala,North Indian,Curry,1,320,85,320,85,235
ORD01067,2024-01-03,19:17:04,Wednesday,1,Dine-In,UPI,ITM029,Paneer Chilli Dry,Asian,Starter,1,260,80,260,80,180
ORD01068,2024-01-03,22:13:58,Wednesday,1,Takeaway,UPI,ITM007,Cheese Burger,Fast Food,Burger,1,210,60,210,60,150
ORD01068,2024-01-03,22:13:58,Wednesday,1,Takeaway,UPI,ITM010,Veg Wrap,Fast Food,Wrap,1,160,40,160,40,120
ORD01069,2024-01-03,13:36:56,Wednesday,1,Dine-In,Card,ITM023,Idli Sambar,South Indian,Idli,1,150,30,150,30,120
ORD01070,2024-01-03,22:45:20,Wednesday,1,Dine-In,UPI,ITM039,Fresh Lime Soda,Beverages,Cooler,2,100,20,200,40,160
ORD01070,2024-01-03,22:45:20,Wednesday,1,Dine-In,UPI,ITM037,Sweet Lassi,Beverages,Lassi,1,120,30,120,30,90
ORD01070,2024-01-03,22:45:20,Wednesday,1,Dine-In,UPI,ITM011,Mexican Burrito,Mexican,Burrito,1,260,75,260,75,185
ORD01070,2024-01-03,22:45:20,Wednesday,1,Dine-In,UPI,ITM007,Cheese Burger,Fast Food,Burger,1,210,60,210,60,150
